volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	note	full_text
					Desert magazine.  Vol. 14, no. 1, Nov. 1950.	B269829	1950-10-17	RE6569	1978-09-28	Desert Magazine|PCW						
				Victoria Lincoln (Victoria Lincoln Lowe)	America comes home.	B269912	1950-10-17	RE4365	1978-05-15	Victoria Lincoln Lowe|A						
					Bulletin of The American Association of Petroleum Geologists.  Vol. 34, no. 10, Oct. 1950.	B270735	1950-10-17	RE5251	1978-08-03	The American Association of Petroleum Geologists, Inc.|PCW						
					The American Legion magazine.  Vol. 49, no. 5, Nov. 1950.	B270907	1950-10-17	RE6513	1978-10-05	The American Legion|PCW						
					Daily variety.  Vol. 69, no. 30, Oct. 17, 1950.	B271216	1950-10-17	RE9818	1978-12-12	Daily Variety, Ltd.|PWH						
				Comic Combine Corporation.	Men's adventures.  Feb. 1951.	B272126	1950-10-17	RE9131	1978-12-28	Cadence Industries Corporation|PCW						
					Texas Rangers.  Vol. 41, no. 1, Dec. 1950.	B274201	1950-10-17	RE4007	1978-06-30	B. S. Inc|PCW						
					Geographic school bulletins.  Vol. 29, no. 3, Oct. 16, 1950.	B277868	1950-10-17	RE3886	1978-06-23	National Geographic Society|PCW						
				J. B. Priestley.	Bright shadow; a play of detection in three acts.	DF250	1950-10-17	RE196	1978-01-23	J. B. Priestley|A						
					Science and health with key to the Scriptures.  Translators of English text: Annis E. Dickson & Vera Berg.|Vetenskap och haelsa med nyckel till Skriften.	A48565	1950-10-18	RE7892	1978-11-13	The Christian Science Board of Directors|PWH						
				Mabel Nora Crain.	Crain's Method of teaching Garber's international shorthand.	A48690	1950-10-18	RE5361	1978-08-21	Mabel Nora Crain|A						
				Nellie Zetta Thompson.	High times.	A48750	1950-10-18	RE6152	1978-09-18	Nellie Zetta Thompson|A						
				John Erskine.	My life in music.	A48777	1950-10-18	RE8129	1978-10-27	Helen Worden Cranmer|W						
				John Mortimer.	Answer yes or no|The Silver hook.	A48778	1950-10-18	RE10606	1978-12-18	John Mortimer|A	Pub. abroad as Answer yes or no,|1950-05-26|AIO-529					
				Jack Iams.	A Shot of murder.	A48779	1950-10-18	RE10608	1978-12-28	Jack Iams|A						
				Lois Irene Hutchinson.	Standard handbook for secretaries.	A48856	1950-10-18	RE7724	1978-11-13	Lois Irene Hutchinson|A						
				Emily Kimbrough (Emily Kimbrough Wrench), drawings by Alice Harvey (Alice Harvey Ramsey)	The Innocents from Indiana.	A48880	1950-10-18	RE5166	1978-08-10	Emily Kimbrough|A					Chap. 16 prev. pub. in New Yorker, Sept. 16, 1950.	
				Fletcher Pratt.	Preble's boys.	A49078	1950-10-18	RE378	1978-01-17	John D. Clark|E						
				Claude W. Barlow.	Martini Episcopi Bracarensis opera omnia.	A49088	1950-10-18	RE5476	1978-08-22	Claude W. Barlow|A						
				Erich Fromm.	Psychoanalysis and religion.	A49089	1950-10-18	RE5477	1978-08-22	Erich Fromm|A						
				Thomas E. Drake.	Quakers and slavery in America.	A49090	1950-10-18	RE5478	1978-08-22	Thomas E. Drake|A						
				Theodore Sizer.	The Works of Colonel John Trumbull, artist of the American Revolution.	A49091	1950-10-18	RE9343	1978-12-20	Mrs. Theodore Sizer|W						
				Theophile James Meek.	Hebrew origins.	A49123	1950-10-18	RE9699	1978-12-14	Theophile James Meek|A						
				Mark W. Clark.	Calculated risk; illustrated.	A49126	1950-10-18	RE1426	1978-03-13	Mark W. Clark|A						
					Essays in teaching.  Edited by Harold Taylor.	A49127	1950-10-18	RE9397	1978-12-14	Harold Taylor|A						
				Anita Libman Lebeson.	Pilgrim people.	A49128	1950-10-18	RE11859	1978-12-26	Anita Libman Lebeson|A						
				Esther Holden Averill, ill.: Vera Belsky.	King Philip, the Indian chief.	A49129	1950-10-18	RE5284	1978-08-10	Esther Averill|A						
				Claire Huchet Bishop.	All things common.	A49130	1950-10-18	RE12843	1978-12-29	Claire Huchet Bishop|A						
				Roderick L. Haig-Brown.	Measure of the year.	A49257	1950-10-18	RE8146	1978-10-30	Roderick L. Haig-Brown|A					Excerpts on p. 112-113 & 141-144 prev. pub. in Ladies' home journal.	
				Stuart Palmer.	The Green ace.	A49717	1950-10-18	RE8133	1978-10-27	Stuart Palmer|A						
				Richard King Beardsley, John Bilheimer Cornell & Edward Norbeck.	Bibliographic materials in the Japanese language on Far Eastern archeology and ethnology.	A57629	1950-10-18	RE2885	1978-04-24	Richard King Beardsley|A						
				National Comics Publications, Inc., Harry Donenfeld, president.	Superman.  Release the week of Oct. 23, 1950.	A106760	1950-10-18	RE7121	1978-09-25	Comics, Inc.|PWH						
				Winston Spencer Churchill.	Australia's refusal.	AA164457	1950-10-18	RE3491	1978-06-21	Lady Sara Audley|C||Lady Soames|C						
				Stewart William Greenleaf.	Firewall boiler with consumer head.	AA165592	1950-10-18	RE1229	1978-03-09	Stewart William Greenleaf|A						
				Vincent Shean, translation by Edmund Th. Kauer.	Mahatma Gandhi; oder, Der Weg zum Frieden.	AFO4057	1950-10-18	RE49138	1978-12-29	Paul Zsolnay Verlag|PWH						
					The Wall Street journal.  Vol. 136, no. 92, Oct. 18, 1950.	B268429	1950-10-18	RE6133	1978-09-21	Dow Jones & Company, Inc.|PCW						
					The New York times.  Vol. 100, no. 33870, Oct. 18, 1950.	B268444	1950-10-18	RE4815	1978-07-17	The New York Times Company|PCW						
					House beautiful.  Vol. 92, no. 11, Nov. 1950.	B269305	1950-10-18	RE5499	1978-07-24	The Hearst Corporation|PCW						
				Peter Dawson, pseud. of Jonathan H. Glidden.	The Outlaw of Longbow.|The Saturday evening post, Oct. 21, 1950	B269735	1950-10-18	RE6868	1978-10-16	Dorothy S. Ewing|W||David S. Glidden|C||Timothy W. Glidden|C						
				Ted Key.	Hazel.|The Saturday evening post, Oct. 21, 1950	B269735	1950-10-18	RE10453	1978-12-29	Ted Key|A						
					American maritime cases.  Vol. 28, no. 8, Sept. 1950.	B269814	1950-10-18	RE645	1978-02-21	American Maritime Cases, Inc.|PCW						
					Daily variety.  Vol. 69, no. 31, Oct. 18, 1950.	B271217	1950-10-18	RE9819	1978-12-12	Daily Variety, Ltd.|PWH						
					The Saturday review of literature.  Vol. 33, no. 42, Oct. 21, 1950.	B271865	1950-10-18	RE5856	1978-09-07	Saturday Review Magazine Corporation|PCW						
					True secrets.  Feb. 1951.	B272144	1950-10-18	RE8535	1978-12-07	Magazine Management Company, Inc.|PCW						
				Richard Lockridge & Frances Lockridge.	Foggy, foggy death, a Captain Heimrich mystery.	A49071	1950-10-19	RE6699	1978-10-02	Richard Lockridge|A						
				I. A. Richards.	The Wrath of Achilles.	A49074	1950-10-19	RE7568	1978-10-30	I. A. Richards|A						
				Erik H. Erikson.	Childhood and society.	A49075	1950-10-19	RE472	1978-02-07	Erik H. Erikson|A						
				Grace Noll Crowell & Lee Mero.	A Child kneels to pray.	A49103	1950-10-19	RE8706	1978-11-30	Reid Crowell|C						
				Ronald Frederick Delderfield.	Farewell the tranquil mind|Farewell the tranquil.	A49118	1950-10-19	RE6153	1978-09-18	Ronald Frederick Delderfield|A					Pub. abroad under the title, Farewell the tranquil mind, 19Oct50.	
				Maysie Greig Murray.	Dark carnival.	A49603	1950-10-19	RE236	1978-03-13	Robert Murray|C	Pub. abroad|1950-08-19|AIO-716					
					The Choice.  Text: Boris Shub.	A49939	1950-10-19	RE8353	1978-11-15	Boris Shub|A						
					Almost glory.  Text: F. Benedict, pseud. of Frederick Benedict DeVerteuil.	A49940	1950-10-19	RE8490	1978-11-29	Frederick Benedict DeVerteuil|A						
				Antonina Vallentin, translator: Daphne Woodward.	H.G. Wells, prophet of our day.	A51274	1950-10-19	RE9943	1978-12-15	Antonina Vallentin|A						
				Winston Spencer Churchill.	Alexander and Burma.	AA164455	1950-10-19	RE3489	1978-06-21	Lady Sara Audley|C||Lady Soames|C						
					Federal tax course, 1950-1951.  Entire text: George Tilden Altman.	AA166348	1950-10-19	RE5590	1978-08-30	Commerce Clearing House, Inc.|PWH						
				Andre Hugon.	La Robe de brocart ponceau.	AFO3718	1950-10-19	RE2860	1978-05-22	Andre Hugon|A						
				Erwin H. Rainalter.	Das Maedchen Veronika; Roman.	AFO4058	1950-10-19	RE27567	1978-12-22	Paul Zsolnay Verlag|PWH						
					The Wall Street journal.  Vol. 136, no. 93, Oct. 19, 1950.	B268430	1950-10-19	RE6134	1978-09-21	Dow Jones & Company, Inc.|PCW						
					The New York times.  Vol. 100, no. 33871, Oct. 19, 1950.	B269115	1950-10-19	RE4816	1978-07-17	The New York Times Company|PCW						
					Senior prom.  Vol. 10, no. 103, Nov. 1950.	B269321	1950-10-19	RE2139	1978-04-13	Parents' Magazine Enterprises, Inc.|PCW						
					Publishers weekly.  Vol. 158, no. 17, Oct. 21, 1950.	B269757	1950-10-19	RE7449	1978-09-01	Xerox Corporation|PCW						
					Time; the weekly newsmagazine.  Vol. 56, no. 17, Oct. 23, 1950.	B269921	1950-10-19	RE2480	1978-04-21	Time, Inc.|PCW						
					The Living wilderness.  Vol. 15, no. 33, summer 1950.	B270319	1950-10-19	RE6816	1978-10-11	The Wilderness Society|PWH						
					Daily variety.  Vol. 69, no. 32, Oct. 19, 1950.	B271218	1950-10-19	RE9820	1978-12-12	Daily Variety, Ltd.|PWH						
				Miss America Publishing Corporation.	Miss America magazine.  Jan. 1951.	B272130	1950-10-19	RE9133	1978-12-28	Cadence Industries Corporation|PCW						
					Marvel tales.  Feb. 1951.	B272304	1950-10-19	RE9142	1978-12-28	Cadence Industries Corporation|PCW						
				Bertha Morris Parker, artist: Mathilda Brewer.	Textfilm for Cloud, rain and snow.	JP593	1950-10-19	RE9227	1978-11-27	Bertha Morris Parker|A						
				Carlos Fallon.	A Variety of Fallon; book.	A48703	1950-10-20	RE2269	1978-04-24	Carlos Fallon|A						
				James Norman Hall.	The Atlantic monthly, Aug.-Nov. 1950|The Far lands.	A48706	1950-10-20	RE7514	1978-10-25	Sarah M. Hall|W					Appeared in The Atlantic monthly, Aug.-Nov. 1950.	
				Helen Topping Miller.	We have given our hearts away.	A48756	1950-10-20	RE8741	1978-11-30	J. A. Hill|E						
					The New Funk & Wagnalls encyclopedia.  Vol. 31-33.  General revision: Unicorn Publishers, Inc., employer for hire of Joseph Laffan Morse.	A48920	1950-10-20	RE9644	1978-12-19	Unicorn Press, Inc.|PWH						
				Margery Evernden (Margery Evernden Gulbransen)	The Sword with the golden hilt.	A49110	1950-10-20	RE831	1978-02-28	Margery Evernden|M						
				Lester A. Kirkendall.	Sex education as human relations.	A49222	1950-10-20	RE1293	1978-03-30	Lester A. Kirkendall|A						
				Agnes Danforth Hewes.	A Hundred bridges to go.	A49484	1950-10-20	RE9926	1978-12-20	Agnes Danforth Hewes|A						
				Ernest Holmes.	How to use the science of mind.	A49488	1950-10-20	RE9928	1978-12-20	William M. Lynn|E						
				John B. Stanley.	Cadet Derry, West Pointer.	A49489	1950-10-20	RE9929	1978-12-20	John B. Stanley|A						
				Edward Rowe Snow.	Secrets of the North Atlantic Islands.	A49490	1950-10-20	RE9930	1978-12-20	Edward Rowe Snow|A						
				Sara Ruth Watson & Emily Watson.	Famous engineers.	A49491	1950-10-20	RE9931	1978-12-20	Sara Ruth Watson|A||Emily Watson|A						
				William S. Gray et al.	Keeping reading programs abreast of the times.	A49678	1950-10-20	RE7491	1978-10-23	University of Chicago|PCW						
					Career for the baron.  Text: Anthony Morton, pseud. of John Creasey.	A49938	1950-10-20	RE8352	1978-11-15	Diana Creasey|W						
				Basil Miller.	Silver Star and The Black Raider.	A50544	1950-10-20	RE6084	1978-09-18	Esther M. Howard|C						
				Robert Hopkins Brower.	A Bibliography of Japanese dialects.	A57630	1950-10-20	RE2884	1978-04-24	Robert Hopkins Brower|A						
				Winston Spencer Churchill.	Gandhian non-cooperation.	AA164688	1950-10-20	RE3492	1978-06-21	Lady Sara Audley|C||Lady Soames|C						
				Winston Spencer Churchill.	Roosevelt and India.	AA164689	1950-10-20	RE3508	1978-06-21	Lady Sara Audley|C||Lady Soames|C						
				Paul E. Machovina.	A Manual for the slide rule.	AA165324	1950-10-20	RE7735	1978-11-13	Anne W. Machovina|W						
				Frederic James Quinn, Meredith Reese Davis & Harold Earl Browne.	Otis maintenance reference book.  Article XV.1.5.	AA166006	1950-10-20	RE3549	1978-06-07	Otis Elevator Company|PWH						
					Advance California appellate reports.  Vol. 11, no. 42.	AA166778	1950-10-20	RE7347	1978-10-19	Bancroft-Whitney Company|PWH						
				Jean DeLaVarende.	Les Broglie.	AFO4158	1950-10-20	RE2865	1978-05-22	Eric DeLaVarende|C						
					The Wall Street journal.  Vol. 136, no. 94, Oct. 20, 1950.	B269100	1950-10-20	RE6136	1978-09-21	Dow Jones & Company, Inc.|PCW						
					The New York times.  Vol. 100, no. 33872, Oct. 20, 1950.	B269116	1950-10-20	RE4817	1978-07-17	The New York Times Company|PCW						
					Best sports.  Vol. 2, no. 7, Feb. 1951.	B269589	1950-10-20	RE7786	1978-11-16	Visual Varieties, Inc.|PWH						
				Stadium Publishing Corporation.	Best sports.  Vol. 2, no. 7, Feb. 1951.	B269589	1950-10-20	RE122314	1978-12-07	Magazine Management Company, Inc.|PCW						
					Anesthesiology.  Vol. 11, no. 5, Sept. 1950.	B269693	1950-10-20	RE89	1978-01-16	American Society of Anesthesiologists, Inc.|PCW						
				Corey Ford.	After pajamas--what?	B269701	1950-10-20	RE4364	1978-05-15	S. John Stebbins|E||Hugh Grey|E						
				Taylor Caldwell, pseud. of Janet M. Reback.	The Balance wheel.	B269734	1950-10-20	RE4104	1978-06-12							
					American artist.  Vol. 14, no. 9, Nov. 1950.	B269963	1950-10-20	RE3023	1978-06-06	Billboard Publications, Inc.|PCW						
					Congressional quarterly log weekly report.  Vol. 8, no. 42, Oct. 20, 1950.	B270269	1950-10-20	RE6945	1978-08-10	Congressional Quarterly, Inc.|PWH						
					Life.  Vol. 29, no. 17.	B270318	1950-10-20	RE4219	1978-06-29	Time, Inc.|PCW						
					Good housekeeping.  Vol. 131, no. 5, Nov. 1950.	B270634	1950-10-20	RE7930	1978-11-02	The Hearst Corporation|PCW						
					Daily variety.  Vol. 69, no. 33, Oct. 20, 1950.	B271219	1950-10-20	RE9821	1978-12-12	Daily Variety, Ltd.|PWH						
					Stag.  Jan. 1951.	B272178	1950-10-20	RE8539	1978-12-07	Magazine Management Company, Inc.|PCW						
					McCall's.  Vol. 78, no. 2, Nov. 1950.	B272336	1950-10-20	RE2113	1978-04-10	The McCall Publishing Company|PCW						
				Faith Baldwin.	Faith Baldwin says: this is my best gift.	B272336	1950-10-20	RE4368	1978-05-15	Stephen Cuthrell|C||Mrs. Hervey Moores|C||Ann Schubert|C						
					The Marvel Family.  Vol. 9, no. 54, Dec. 1950.	B274751	1950-10-20	RE149	1978-01-30	Fawcett Publications, Inc.|PWH						
					Geographic school bulletins.  Vol. 29, no. 4, Oct. 23, 1950.	B277869	1950-10-20	RE3887	1978-06-23	National Geographic Society|PCW						
				Erle Stanley Gardner.	Perry Mason.  Release Oct. 30 to Nov. 4, 1950.	K27818	1950-10-20	RE8031	1978-11-08	Jean Bethell Gardner|W						
				Bernard Tockar.	Mongol paint with pencils.	K55534	1950-10-20	RE7413	1978-11-01	Eberhard Faber, Inc.|PWH						
				Humphrey Barton.	Vertue XXXV.	AIO773	1950-10-21	RE7419	1978-08-15	Humphrey Barton|A						
					The Wall Street journal.  Vol. 136, no. 95, Oct. 21, 1950.	B269099	1950-10-21	RE6147	1978-09-21	Dow Jones & Company, Inc.|PCW						
					The New York times.  Vol. 100, no. 33873, Oct. 21, 1950.	B269117	1950-10-21	RE4818	1978-07-17	The New York Times Company|PCW						
					Barron's; national business & financial weekly.  Vol. 30, no. 43, Oct. 23, 1950.	B269544	1950-10-21	RE6141	1978-09-21	Dow Jones & Company, Inc.|PCW						
					The Metropolitan Museum of Art bulletin.  Vol. 9, no. 2.	B269774	1950-10-21	RE4900	1978-07-28	The Metropolitan Museum of Art|PWH						
					Wild Western.  Feb. 1951.	B272145	1950-10-21	RE8536	1978-12-07	Magazine Management Company, Inc.|PCW						
					Man comics.  Feb. 1951.	B272305	1950-10-21	RE9143	1978-12-28	Cadence Industries Corporation|PCW						
					The American Ceramic Society bulletin.  Vol. 29, no. 10, Oct. 15, 1950.	B274952	1950-10-21	RE3935	1978-06-16	American Ceramic Society, Inc.|PCW						
					Teens.  Dec. 1950.	B275182	1950-10-21	RE8545	1978-12-07	Magazine Management Company, Inc.|PCW						
				Kieran Tunney & Simon Wardell.	Day after tomorrow; a play in 3 acts.	DF47	1950-10-21	RE3599	1978-06-01	Kieran Tunney|A||Simon Wardell|A						
				James Parish.	The Triumphant; a play in one act.	DF54	1950-10-21	RE1602	1978-03-16	Midland Bank Trust Company, Ltd.|E						
					Street atlas of Cleveland and Cuyahoga County.  Additional cartographic material: Robert Edwin Wayland.	F8267	1950-10-21	RE5406	1978-08-04	Commercial Survey Company|PWH						
				Andre Grabar, Alexander Alexandrovich Vasiliev, Paul Atkins Underwood et al.	Dumbarton Oaks papers.  No. 5.	A49133	1950-10-22	RE5426	1978-08-23	The President and Fellows of Harvard College|PWH						
					The New York times.  Vol. 100, no. 33874, Oct. 22, 1950.	B269118	1950-10-22	RE4819	1978-07-17	The New York Times Company|PCW						
				National Comics Publications, Inc., Harry Donenfeld, president.	Superman.	K36428	1950-10-22	RE7117	1978-09-25	Comics, Inc.|PWH						
					Mooney.  Text: William Brown Meloney.	A48620	1950-10-23	RE8487	1978-11-29	William Brown Meloney|A						
				George Clark.	White on corporations of the State of New York.  Vol. 6: Religious corporations law.	A48707	1950-10-23	RE10625	1978-12-18	Matthew Bender & Company, Inc.|PWH						
				Herbert Emmerich.	Essays on Federal reorganization.	A48840	1950-10-23	RE6179	1978-09-19	Janet V. Emmerich|W						
				Jack Paulson, pseud. of C. P. Jackson, & Joseph Bolden.	Fourth down pass.	A48857	1950-10-23	RE9188	1978-11-28	C. Jackson|A						
				Leland L. Silliman & Pers Crowell.	Golden cloud.	A48858	1950-10-23	RE9189	1978-11-28	Leland L. Silliman|A						
				Charles R. Erdman.	Your Bible and you.	A48859	1950-10-23	RE9190	1978-11-28	Charles R. Erdman, Jr.|C						
				Leonard Church Urquhart.	Civil engineering handbook.	A49040	1950-10-23	RE7727	1978-11-13	Augusta G. Urquhart|W						
				Julius W. Pratt.	America's colonial experiment; how the United States gained, governed and in part gave away a colonial empire.	A49046	1950-10-23	RE5980	1978-09-05	Julius W. Pratt|A						
				Wenzil K. Dolva & Donald K. Beckley.	The Retailer; the role of modern retailing in the United States.	A49047	1950-10-23	RE9184	1978-12-22	Wenzil K. Dolva|A||Donald K. Beckley|A						
				Stephen Crane, edited & with an introd. by William M. Gibson.	Selected prose and poetry.	A49052	1950-10-23	RE9193	1978-11-15	William M. Gibson|A						
				Floyd Clymer.	Treasury of early American automobiles, 1877-1925.	A49072	1950-10-23	RE13363	1978-12-26	Meryle Clymer|W						
				F. E. Rechnitzer & Marguerite Kirmse Cole.	Jinks of Jayson Valley.	A49087	1950-10-23	RE9191	1978-11-28	F. E. Rechnitzer|A						
				Washington Irving, introd.: Stanley T. Williams.	Selected prose.	A49144	1950-10-23	RE9194	1978-11-15	David L. Williams|C||Mary Lee Williams|C||Charles R. Williams|C						
					Nicolas Berdyaev's Dream and reality.  Translated by Katherine Lampert.	A52123|AI2935	1951-01-30|1950-10-23	RE3062	1978-05-08	Geoffrey Bles, Ltd.|PWH					In notice: 1950	
				National Comics Publications, Inc., Harry Donenfeld, president.	Superman.  Release the week of Oct. 30, 1950.	A106761	1950-10-23	RE7122	1978-09-25	Comics, Inc.|PWH						
				Marjorie M. Kendig.	General semantics bulletin.  No. 1 & 2.	AA165059	1950-10-23	RE9232	1978-12-12	Institute of General Semantics|PCW						
				Winston Spencer Churchill.	Convoys to Russia.	AA165313	1950-10-23	RE3500	1978-06-21	Lady Sara Audley|C||Lady Soames|C						
					The New York Times index.  Vol. 38, no. 18, Sept. 16-30, 1950.  Editor: Joseph C. Gephart.	AA165508	1950-10-23	RE6364	1978-09-25	The New York Times Company|PWH						
					Capitol Supply Company.  Catalog 1950, plumbing & heating supplies.	AA166010	1950-10-23	RE4304	1978-06-05	Jaqua-McKee, Inc.|PWH						
				Robert J. Kantz.	Workbook: The Standard building of our nation.	AA166716	1950-10-23	RE9939	1978-12-15	Robert J. Kantz|A						
				Mary C. Foley, Katherine C. Connell (Katherine Welch), W. Leslie Garnett, with collaboration of Mildred A. Dawson.	Language for daily use; teacher's manual for grade seven.	AA169331	1950-10-23	RE14462	1978-12-26	Mildred A. Dawson|A						
				William Sansom.	The Passionate north.	AIO788	1950-10-23	RE14466	1978-12-26	Ruth E. Sansom|W	U.S. ed. pub.|1953-11-05|A112752					
					The Wall Street journal.  Vol. 136, no. 96, Oct. 23, 1950.	B269101	1950-10-23	RE6137	1978-09-21	Dow Jones & Company, Inc.|PCW						
					The New York times.  Vol. 100, no. 33875, Oct. 23, 1950.	B269119	1950-10-23	RE4820	1978-07-17	The New York Times Company|PCW						
					Billboard.  Vol. 62, no. 43, Oct. 28, 1950.	B269718	1950-10-23	RE3022	1978-06-06	Billboard Publications, Inc.|PCW						
					The Journal of biological chemistry.  Vol. 186, no. 2.	B270015	1950-10-23	RE975	1978-03-06	American Society of Biological Chemists, Inc.|PCW						
					The Journal of psychology.  Vol. 30, 2d half, Oct. 1950.	B270879	1950-10-23	RE4790	1978-07-17	The Journal Press|PCW						
					Daily variety.  Vol. 69, no. 34, Oct. 23, 1950.	B271220	1950-10-23	RE9822	1978-12-12	Daily Variety, Ltd.|PWH						
					Adventures into terror.  Feb. 1951.	B272129	1950-10-23	RE8498	1978-12-07	Magazine Management Company, Inc.|PCW						
					Life.  Vol. 9, no. 10.	B272290	1950-10-23	RE4222	1978-06-29	Time, Inc.|PCW						
					Sports stars.  Winter 1950.	B272308	1950-10-23	RE8542	1978-12-07	Magazine Management Company, Inc.|PCW						
					Young people.  Nov. 19, 1950.	B275185	1950-10-23	RE8547	1978-12-07	Magazine Management Company, Inc.|PCW						
				Louis Verneuil, pseud. of Louis Jacques Marie Collin.	Affairs of state; a comedy in three acts.	DU25731	1950-10-23	RE2686	1978-05-12	Florence Ryan|E						
					Play the game.  Text: Philip Warren Cooke.	DU25821	1950-10-23	RE8382	1978-10-31	Philip Warren Cooke|A						
				Trendle-Dougall.	Special deputy.	DU25838	1950-10-23	RE7002	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Goll.	The Law lady.	DU25839	1950-10-23	RE7003	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Beattie.	The Decoy.	DU25840	1950-10-23	RE7004	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Striker.	Bridge of destiny.	DU25841	1950-10-23	RE7005	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Goll.	City of refuge.	DU25842	1950-10-23	RE7006	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Beattie.	Downfall of Buzz Darby.	DU25843	1950-10-23	RE7007	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Goll.	Terror trail.	DU25844	1950-10-23	RE7008	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Striker.	El Capitan.	DU25845	1950-10-23	RE7009	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Dougall.	The Tomahawk trail.	DU25846	1950-10-23	RE7010	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Beattie.	The Go-between.	DU25847	1950-10-23	RE7011	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Beattie.	The Lady Melissa.	DU25848	1950-10-23	RE7012	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-McCarthy.	Claim of death.	DU25849	1950-10-23	RE7013	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Holt.	The Sawtelle saga's end.	DU25850	1950-10-23	RE7014	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-McCarthy.	A Call for help.	DU25851	1950-10-23	RE7015	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Beattie.	Valley of death.	DU25852	1950-10-23	RE7016	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle-Goll.	The Tattooed arm.	DU25853	1950-10-23	RE7017	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle & Beattie.	The Jolly Tubby Morgan.	DU25854	1950-10-23	RE7018	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle & Goll.	Sign of the noose.	DU25855	1950-10-23	RE7019	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Trendle & McCarthy.	Cave of terror.	DU25856	1950-10-23	RE7020	1978-10-10	Lone Ranger Television, Inc.|PWH						
				Jim Lawrence.	The Torn map.	DU25857	1950-10-23	RE10203	1978-12-19	Lone Ranger Television, Inc.|PWH						
				Jim Lawrence.	Diagram of danger.	DU25858	1950-10-23	RE10204	1978-12-19	Lone Ranger Television, Inc.|PWH						
				Fran Striker.	Fugitives from Bald Rock.	DU25859	1950-10-23	RE10205	1978-12-19	Lone Ranger Television, Inc.|PWH						
				Wilfred W. Robbins & T. Elliot Weier.	Botany visual aids; col. transparencies.	J428	1950-10-23	RE10639	1978-12-18	Barbara Robbins|W||T. Elliot Weier|A					To accompany Robbins & Weir Botany.	
				Blanche H. Adams.	Saguaro blossoms; photo.	K27113	1950-10-23	RE5850	1978-09-05	Blanche H. Adams|A						
				Frank E. Blodgett.	Weevil-cide, the dependable grain fumigant.	KK56619	1950-10-23	RE3176	1978-06-02	Research Products Company|PWH						
				Hadley Cantril.	The Why of man's experience.	A48695	1950-10-24	RE7028	1978-10-10	Albert H. Cantril|C						
				Theodore O. Wedel.	The Christianity of Main Street.	A48947	1950-10-24	RE3749	1978-06-09	Cynthia C. Wedel|W						
				Gladys Hasty Carroll.	Christmas without Johnny.	A48948	1950-10-24	RE2878	1978-05-08	Gladys Hasty Carroll|A						
				Louise Fortune Hall & Eleanor Crist Anderson.	A History of Damascus; a serial republished in book form with new matter.	A49099	1950-10-24	RE14576	1978-12-06	Louise Fortune Hall|A						
					The Land of little rain.  Text by Mary Austin, introd. by Carl VanDoren, photographer: Ansel Adams.	A49153	1950-10-24	RE11235	1978-12-18	Ansel Adams|A						
				Whit Morris.	The First Tunstalls in Virginia and some of their descendants.	A49384	1950-10-24	RE9732	1978-12-15	Sallie McGaughey|E||Florence Helen McGaughey|E						
					New York consolidated laws service.  Vol. 4: election to general corporation.	A49399	1950-10-24	RE7875	1978-11-06	The Lawyers Co-operative Publishing Company|PWH						
				Elsie Conner Adams.	Pioneers of Walden's Ridge.	A49629	1950-10-24	RE4905	1978-07-31	Dorothy Adams McAllister|C						
				Winston Spencer Churchill.	Doenitz replaces Raeder.	AA165314	1950-10-24	RE3501	1978-06-21	Lady Sara Audley|C||Lady Soames|C						
					Advance California reports.  Vol. 11, no. 43.	AA166774	1950-10-24	RE7343	1978-10-19	Bancroft-Whitney Company|PWH						
				Singer Manufacturing Company.	List of parts, machine number 51W54.  Form 1972W, rev. Apr. 1950.	AA166899	1950-10-24	RE2082	1978-04-03	The Singer Company|PWH						
					"Notes on ""System capacity and capability as determined by probability theory""."	AA173036	1950-10-24	RE3673	1978-06-15	Bell Telephone Laboratories, Inc.|PWH						
					The Wall Street journal.  Vol. 136, no. 97, Oct. 24, 1950.	B269102	1950-10-24	RE6138	1978-09-21	Dow Jones & Company, Inc.|PCW						
					Crime suspenstories.  Vol. 1, no. 3, Feb.-Mar. 1951.	B269440	1950-10-24	RE17685	1978-12-18	William M. Gaines|PCW						
