volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	publ	note	full_text
				Paul F. Brandwein, Sylvia S. Neivert, Emil J. Piel & Harry H. Williams.	Teaching tests to accompany Your health and safety, fifth edition.	A606661	1963-01-02	RE561967	1991-12-19	Emil J. Piel|A||Harry H. Williams|A||Sylvia Neivert|A||Paul Brandwein|A							
				Gordon A. Hardy & Harold Fish.	Music literature.	A606740	1963-01-02	RE561274	1991-12-16	Gordon A. Hardy|A							
				John B. McDowell.	Fun with our family.	A607026	1963-01-02	RE507056	1991-09-09	Scott, Foresman, and Company|PWH							
				John B. McDowell.	Fun wherever we are.	A607028	1963-01-02	RE507057	1991-09-09	Scott, Foresman, and Company|PWH							
				John B. McDowell.	Judy, John, and Jean.	A607029	1963-01-02	RE507058	1991-09-09	Scott, Foresman, and Company|PWH							
				Murray R. Spiegel.	Schaum's outline of theory and problems of advanced calculus.	A607288	1963-01-02	RE539052	1991-08-05	Murray R. Spiegel|A							
					Gregg transcription, diamond jubilee series; instructor's handbook.  Revisions & new material: Charles E. Zoubek, Louis A. Leslie & Madeline S. Strony.	A608003	1963-01-02	RE550047	1991-11-05	Charles E. Zoubek|A							
				Blaze Odell Bonazza & Emil Laurence Roy.	Studies in drama.	A608050	1963-01-02	RE559071	1991-12-04	Blaze O. Bonazza|A							
				Blaze Odell Bonazza, Emil Laurence Roy.	Instructor's manual to accompany Studies in drama.	A608051	1963-01-02	RE559072	1991-12-04	Blaze O. Bonazza|A							
				John B. McDowell.	We read pictures.	A608054	1963-01-02	RE507059	1991-09-09	Scott, Foresman, and Company|PWH							
				John B. McDowell.	Before we read.	A608056	1963-01-02	RE507066	1991-09-09	Scott, Foresman, and Company|PWH							
				Walter Brooks.	The Original Mr. Ed.	A608847	1963-01-02	RE537598	1991-06-14	Dorothy Brooks|PPW							
				Silver Burdett Company.	The Meaning of communism.	A609026	1963-01-02	RE528412	1991-04-15	Silver Burdett & Ginn, Inc.|PWH							
				Silver Burdett Company.	The Meaning of communism.	A609186	1963-01-02	RE528413	1991-04-15	Silver Burdett & Ginn, Inc.|PWH							
				Mary P. Dolciani, Simon L. Berman, William Wooten.	Modern algebra and trigonometry; structure and method.  Bk. 2.	A609203	1963-01-02	RE534651	1991-06-24	James J. Halloran|Wr							
				Alfred H. Meyer & John H. Strietelmeier.	Geography in a world society; a conceptual approach.	A609304	1963-01-02	RE521823	1991-12-13	Alfred H. Meyer|A							
				Calder Willingham.	Eternal fire.	A609345	1963-01-02	RE548237	1991-10-15	Calder Willingham|A							
				William Cahn & Rhoda L. Cahn.	The story of writing, from cave art to computer.	A609460	1963-01-02	RE521935	1991-12-11	Rhoda L. Cahn|A							
				Walter Blair, Paul Farmer, Theodore Hornberger & Margaret Wasson.	The United States in literature.	A609571	1963-01-02	RE507061	1991-09-09	Scott, Foresman, and Company|PWH							
				Paul McKee, M. Lucile Harrison, Annie McCowen, Elizabeth Lehr & Houghton Mifflin Company.	Climbing higher.	A609655	1963-01-02	RE546217	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E||Houghton Mifflin Company|PWH							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr, artwork: Houghton Mifflin Company.	Up and away.	A609870	1963-01-02	RE546218	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E||Houghton Mifflin Company|PWH							
				Frank M. Morgan & Jane Zartman.	Geometry--plane, solid, coordinate.	A609871	1963-01-02	RE555700	1991-11-29	Jane Zartman|A||Millett G. Morgan|C							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr, artwork: Houghton Mifflin Company.	Jack and Janet.	A609872	1963-01-02	RE546219	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E||Houghton Mifflin Company|PWH							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr, artwork: Houghton Mifflin Company.	Come along.	A609874	1963-01-02	RE546220	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E||Houghton Mifflin Company|PWH							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr, artwork: Houghton Mifflin Company.	Looking ahead.	A609875	1963-01-02	RE546221	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E||Houghton Mifflin Company|PWH							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr, artwork: Houghton Mifflin Company.	On we go.	A609876	1963-01-02	RE546222	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E||Houghton Mifflin Company|PWH							
				Jules Zanger.	The Beauchamp tragedy.	A610128	1963-01-02	RE563187	1991-12-24	Jules Zanger|A							
				Louise E. Rorabacher.	A Concise guide to composition.	A610159	1963-01-02	RE543442	1991-08-22	Louise E. Rorabacher|A							
				Ralph T. Heimer, Frank Kocher & Elizabeth J. Lottes.	A Program in contemporary algebra.  Bk. 1, sets, numbers, and language of algebra.	A610670	1963-01-02	RE549954	1991-10-31	Elizabeth J. Lottes|A||Ralph T. Heimer|A							
				Alvin B. Kernan.	Character and conflict; an introduction to drama.	A610841	1963-01-02	RE539934	1991-08-08	Alvin Kernan|A							
				Herman Rosenberg & Donovan A. Johnson.	Exploring geometric spaces.  Ch. 7.	A611208	1963-01-02	RE546090	1991-09-25	Herman Rosenberg|A||Donovan A. Johnson|A							
				Edmund Fuller & B. Jo Kinnick, series editor: Mary Rives Bowman, reading consultant: Herbert Potell.	Adventures in American literature.  Vol. 1: Modern fiction.	A611518	1963-01-02	RE561941	1991-12-19	Jessica Sand|C||Lydia Winderman|C||Edmund Fuller|A||Mary Rives Bowman|A||Florence E. Potell|W							
					Encyclopaedia Britannica world atlas.  Editor: Harry Ashmore.	A613386	1963-01-02	RE560379	1991-12-05	Encyclopaedia Britannica, Inc.|PWH							
				Benjamin Aaron.	Institutional economics: Veblen, Commons, and Mitchell reconsidered; lectures by Dorfman, Ayers, Chamberlain, Kuznets, and Gordon.	A613457	1963-01-02	RE565734	1991-12-31	Benjamin Aaron|A							
				Mary P. Dolciani, Simon L. Berman & William Wooten.	Solution key for Modern algebra and trigonometry, structure and method, book two.	A614095	1963-01-02	RE534656	1991-06-24	James J. Halloran|Wr							
				Frank M. Morgan & Jane Zartman.	Solution key for Geometry, plane, solid, coordinate.	A614097	1963-01-02	RE555702	1991-11-29	Jane Zartman|A||Millett G. Morgan|C							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Teacher's guide for The Big show, third edition.	A614098	1963-01-02	RE546224	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Teacher's guide for Tip, third edition.	A614099	1963-01-02	RE546225	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Teacher's guide for Tip and Mitten, third edition.	A614100	1963-01-02	RE546226	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Frank M. Morgan & Jane Zartman.	Progress tests to accompany Geometry, plane, solid, coordinate.	A614101	1963-01-02	RE555703	1991-11-29	Jane Zartman|A||Millett G. Morgan|C							
				Frank M. Morgan & Jane Zartman.	Progress tests to accompany Geometry, plane, solid, coordinate; answer bk.	A614102	1963-01-02	RE555704	1991-11-29	Jane Zartman|A||Millett G. Morgan|C							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Looking ahead, third edition.|Workbook for Looking ahead, third edition; teacher's guide.	A614104	1963-01-02	RE546227	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Up and away, third edition.|Workbook for Up and away, third edition; teacher's guide.	A614105	1963-01-02	RE546228	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Jack and Janet, third edition.|Workbook for Jack and Janet, third edition; teacher's guide.	A614107	1963-01-02	RE546229	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Marvin B. Sussman.	Sourcebook in marriage and the family.	A614156	1963-01-02	RE507040	1991-09-11	Marvin B. Sussman|A							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Tip, third edition|Workbook for Tip, Tip and Mitten, and The Big show, third edition; teacher's guide.	A614481	1963-01-02	RE546230	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Teacher's guide for Jack and Janet, third edition.	A614482	1963-01-02	RE546231	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Teacher's guide for On we go, third edition.	A614483	1963-01-02	RE546232	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Teacher's guide for Climbing higher, third edition.	A614484	1963-01-02	RE546233	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Teacher's guide for Looking ahead, third edition.	A614485	1963-01-02	RE546234	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Teacher's guide for Come along, third edition.	A614486	1963-01-02	RE546235	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				Paul McKee, M. Lucile Harrison, Annie McCowen & Elizabeth Lehr.	Teacher's guide for Up and away, third edition.	A614488	1963-01-02	RE546236	1991-09-25	Beverly McKee Eaton|C||Paul E. Harrison|E||Gloria Royer|E							
				H. Bradford Westerfield.	The Instruments of America's foreign policy.	A616137	1963-01-02	RE562748	1991-12-23	H. Bradford Westerfield|A							
				Sam Rosen.	National income, it's measurement, determination, and relation to public policy.	A616605	1963-01-02	RE558288	1991-12-09	Sam Rosen|A							
				Leo J. Brueckner.	Testing growth in arithmetic processes A, D|Testing growth in arithmetic processes and problm solving.  Grade 3.	A620034	1963-01-02	RE566591	1991-12-30	Richard G. Brueckner|C					Pamphlet combines prev. pub. works entitled Testing growth in arithmetic processes A, D & Testing growth in arithmetic problem solving, grade 3.		
				Leo J. Brueckner.	Testing growth in arithmetic processes & solving.  Grade 4.	A620035	1963-01-02	RE566592	1991-12-30	Richard G. Brueckner|C					Pamphlet combines prev. pub. works entitled Testing growth in arithmetic processes & Testing growth in arithmetic problem solving.		
				Leo J. Brueckner.	Testing growth in arithmetic processes & problem solving.  Grade 5.	A620036	1963-01-02	RE566593	1991-12-30	Richard G. Brueckner|C					Pamphlet combines prev. pub. works entitled Testing growth in arithmetic processes & Testing growth in arithmetic problem solving.		
				Leo J. Brueckner.	Testing growth in arithmetic processes & problem solving.  Grade 6.	A620037	1963-01-02	RE566594	1991-12-30	Richard G. Brueckner|C					Pamphlet combines prev. pub. works entitled Testing growth in arithmetic processes & Testing growth in arithmetic problem solving.		
				Leo J. Brueckner.	Testing growth in arithmetic processes & problem solving.  Grade 7.	A620038	1963-01-02	RE566595	1991-12-30	Richard G. Brueckner|C					Pamphlet combines prev. pub. works entitled Testing growth in arithmetic processes & Testing growth in arithmetic problem solving.		
				Leo J. Brueckner.	Testing growth in arithmetic processes & problem solving.  Grade 8.	A620039	1963-01-02	RE566596	1991-12-30	Richard G. Brueckner|C					Pamphlet combines prev. pub. works entitled Testing growth in arithmetic processes & Testing growth in arithmetic problem solving.		
				Golden Press, Inc., employer: Bryna Untermeyer and Louis Untermeyer, as employees for hire.	The Golden treasury of children's literature.  Vol. 7, no. 63907: Creatures wild and tame.	A621204	1963-01-02	RE522521	1991-01-28	Western Publishing Company, Inc.|PWH							
				William Maak & George Striker.	An Introduction to modern calculus.	A621213	1963-01-02	RE534331	1991-07-01	George Striker|A							
				Joseph Jay Deiss.	The Great infidel, Frederick II of Hohenstaufen.	A621954	1963-01-02	RE534188	1991-05-06	Joseph Jay Deiss|A							
				Egbert Nieman & Elizabeth C. O'Daly (Elizabeth C. O'Daly Stolper), editor: Mary Rives Bowman, consultant: Herbert Potell.	Adventures for readers.  Bk. 2.	A625086	1963-01-02	RE561984	1991-12-19	Florence E. Potell|W||Jessica Sand|C||Lydia Winderman|C||Mary Rives Bowman|A||Egbert Nieman|A||Elizabeth O'Daly Stolper|A							
				Edmund Fuller, B. Jo Kinnick, editor: Mary Rives Bowman, consultant: Herbert Potell.	Adventures in American literature.	A625087	1963-01-02	RE561226	1991-12-16	Jessica Sand|C||Lydia Winderman|C||Florence E. Potell|W||Edmund Fuller|A||Mary Rives Bowman|A							
				Chiles, Wiehr & Jack R. Moeller.	First book in German.	A629529	1963-01-02	RE566523	1991-12-27	Jack R. Moeller|A							
				Hale C. Reid, Helen W. Crane & Edwin H. Hill.	My picture dictionary.	A629531	1963-01-02	RE566525	1991-12-27	Hale C. Reid|A||Helen W. Crane|A							
					Interview report.	A635167	1963-01-02	RE583931	1991-12-24	V. W. Eimicke Associates, Inc.|PWH							
				Hale C. Reid, Helen W. Crane & Edwin H. Hill.	Ginn elementary English I-1.	A635655	1963-01-02	RE566535	1991-12-27	Hale C. Reid|A||Helen W. Crane|A							
				Isabel Cabot, pseud. of Isabel Capeto.	Island doctor.	A647212	1963-01-02	RE561360	1991-12-16	Isabel Capeto|A							
				Wallace West.	River of time.	A647213	1963-01-02	RE561361	1991-12-16	Wallace West|A							
				Norman Daniels.	Gun empire.	A647214	1963-01-02	RE561362	1991-12-16	Norman Daniels|A							
				Ellen Randolph, pseud. of Dan Ross.	Personal secretary.	A647215	1963-01-02	RE561363	1991-12-16	Dan Ross|A							
				Laura W. Douglas.	The Mystery of Arrowhead Hill.	A647216	1963-01-02	RE561364	1991-12-16	Laura W. Douglas|A							
					Atlantic Coast, Eastport, Maine to Block Island, Rhode Island|Atlantic Coast, Eastport, Me. to Block Island, R. I.	A708700	1963-01-02	RE557608	1991-12-09	Rand McNally & Company|PWH							
					Texaco cruising chart no. 2 (Atlantic Coast--Block Island, RI to Sandy Hook, N. J., including Long Island Sound)	A708701	1963-01-02	RE557609	1991-12-09	Rand McNally & Company|PWH							
					Texaco cruising chart no. 3 (Atlantic Coast--Staten Island, N. Y., to Delaware Bay entrance Delaware River to Trenton, N. J.)	A708702	1963-01-02	RE557610	1991-12-09	Rand McNally & Company|PWH							
					Texaco cruising chart no. 4 (Atlantic Coast--Cape May, N. J., to Cape Henry, Va., with Delaware and Chesapeake Bay)	A708703	1963-01-02	RE557611	1991-12-09	Rand McNally & Company|PWH							
					Texaco cruising chart no. 5 (Atlantic Coast--Cape Henry, Va., to Key West, Fl., the Intra-Coastal Waterway and Florida West Coast)	A708704	1963-01-02	RE557612	1991-12-09	Rand McNally & Company|PWH							
					Texaco cruising chart no. 6 (Gulf Coast--Brownsville, Texas, to Pensacola, Florida, including Lake Pontchartrain, Louisiana)	A708705	1963-01-02	RE557613	1991-12-09	Rand McNally & Company|PWH							
					Hudson River: New York Harbor to St. Lawrence River and Lake Champlain.	A708706	1963-01-02	RE557604	1991-12-09	Rand McNally & Company|PWH							
					Great Lakes and adjoining waterways.	A708707	1963-01-02	RE557605	1991-12-09	Rand McNally & Company|PWH							
					Mississippi River and tributaries.	A708708	1963-01-02	RE557606	1991-12-09	Rand McNally & Company|PWH							
					Pacific Coast: principal waterways, Puget Sound to San Diego.	A708709	1963-01-02	RE557607	1991-12-09	Rand McNally & Company|PWH							
				Isaac Bashevis Singer.	Gimpel the fool and other stories.	A765555	1963-01-02	RE534123	1991-06-26	Isaac Bashevis Singer|A							
				Edward Warner Brice.	Arithmetic.	A770046	1963-01-02	RE565823	1991-12-19	Creola Brice|W							
				Selection du Reader's Digest, S.A.R.L.	Selection du livre.  Vol. 27.	AFO38429	1963-01-02	RE556488	1991-11-01	Reader's Digest Association, Inc.|PWH							
				Selection du Reader's Digest, S.A.R.L.	Selection du livre.	AFO38474	1963-01-02	RE556489	1991-11-01	Reader's Digest Association, Inc.|PWH							
				Gaetan Picon.	Lecteur de Proust.	AFO38529	1963-01-02	RE565751	1991-12-31	Genevieve Picon|W							
				det Beste, A.S.	Det Bestes boeker.  Vol. 7.	AFO38828	1963-01-02	RE556492	1991-11-01	Reader's Digest Association, Inc.|PWH							
				det Bedste af Reader's Digest, A.S.	Det Bedstes boeger.	AFO39092	1963-01-02	RE556496	1991-11-01	Reader's Digest Association, Inc.|PWH							
					Daily variety.  Vol. 118, no. 16, Jan. 2, 1963.	B10950	1963-01-02	RE507124	1991-09-17	Daily Variety, Ltd.|PWH							
					Chicago daily tribune.  Vol. 122, no. 2, Jan. 2, 1963.	B10997	1963-01-02	RE513527	1991-01-02	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 55, no. 31, Jan. 2, 1963.	B10999	1963-01-02	RE514160	1991-01-14	Christian Science Publishing Society|PWH							
					The Wall Street journal.  Vol. 161, no. 1, Jan. 2, 1963.	B11023	1963-01-02	RE566070	1991-12-30	Dow Jones & Company, Inc.|PCW							
					The New York times.  Vol. 112, no. 38329, Jan. 2, 1963.	B11149	1963-01-02	RE517510	1991-01-24	New York Times Company|PCW							
					The Washington post and times herald.  Vol. 86, no. 28, Jan. 2, 1963.	B11229	1963-01-02	RE560163	1991-12-23	Washington Post Company|PCW							
					Billboard music week.  Vol. 75, no. 1, Jan. 5, 1963.	B11631	1963-01-02	RE555826	1991-12-10	Billboard Publications, Inc.|PCW							
					The Journal of chemical physics.  Vol. 37, no. 11, Dec. 1, 1962.	B13557	1963-01-02	RE502149	1991-01-07	American Institute of Physics|PCW							
					United States Naval Institute proceedings.  Vol. 89, no. 1, Jan. 1963.	B13614	1963-01-02	RE517409	1991-02-12	United States Naval Institute|PWH							
